LEAID,NAME,STFIP
"0400871",Legacy Traditional School - Laveen Village (91763),"04"
"0400872",Institute for Transformative Education Inc. (90876),"04"
"0400873",Archway Classical Academy North Phoenix (91758),"04"
"0400875",Maryvale Preparatory Academy (90861),"04"
"0400876",George Gervin Youth Center Inc. (90884),"04"
"0400877",Empower College Prep (91277),"04"
"0400878",BASIS Charter Schools Inc. (91309),"04"
"0400879",Scottsdale Country Day School (91110),"04"
"0400880",Southwest Leadership Academy (92043),"04"
"0400881",BASIS Charter Schools Inc. (92349),"04"
"0400882",Kaizen Education Foundation dba Advance U (91329),"04"
"0400884",ASU Preparatory Academy (92327),"04"
"0400885",Incito Schools (91326),"04"
"0400886",Archway Classical Academy Cicero (92314),"04"
"0400887",Vista College Preparatory Inc. (91948),"04"
"0400888",Archway Classical Academy Arete (92312),"04"
"0400890",ASU Preparatory Academy (92325),"04"
"0400891",Academy of Mathematics and Science South Inc. (90878),"04"
"0400892",Legacy Traditional School - Casa Grande (92199),"04"
"0400893",Hirsch Academy A Challenge Foundation (91275),"04"
"0400894",Kaizen Education Foundation dba Discover U Element (91328),"04"
"0400895",Espiritu Community Development Corp. (92250),"04"
"0400897",BASIS Charter Schools Inc. (91339),"04"
"0400898",BASIS Charter Schools Inc. (91949),"04"
"0400899",Legacy Traditional School - Gilbert (92047),"04"
"0400900",Cicero Preparatory Academy (92316),"04"
"0400902",The Farm at Mission Montessori Academy (91340),"04"
"0400903",BASIS Charter Schools Inc. (92320),"04"
"0400904",Edkey Inc. - Sequoia Pathway Academy (92226),"04"
"0400905",BASIS Charter Schools Inc. (92318),"04"
"0400907",StrengthBuilding Partners (91992),"04"
"0400909",Madison Highland Prep (91935),"04"
"0400910",Ash Fork Joint Unified District (4471),"04"
"0400911",Heritage Academy Gateway Inc. (92519),"04"
"0400912",EAGLE College Prep Mesa LLC. (91939),"04"
"0400913",Arizona Autism Charter Schools Inc. (91958),"04"
"0400914",Franklin Phonetic Primary School Inc. (92596),"04"
"0400915",CASA Academy (91934),"04"
"0400916",EAGLE College Prep Maryvale LLC (91938),"04"
"0400918",Arizona Language Preparatory (92566),"04"
"0400919",Lincoln Preparatory Academy (92657),"04"
"0400920",Southwest Technical Education District of Yuma (ST (92705),"04"
"0400921",Horizon Community Learning Center Inc. (92620),"04"
"0400922",Desert Star Academy (92302),"04"
"0400924",Western School of Science and Technology Inc. (91937),"04"
"0400925",Archway Classical Academy Lincoln (92656),"04"
"0400926",Heritage Academy Laveen Inc. (92520),"04"
"0400927",Legacy Traditional School - Queen Creek (92610),"04"
"0400929",Noah Webster Schools-Pima (92374),"04"
"0400930",Roosevelt Preparatory Academy (92704),"04"
"0400933",Legacy Traditional School - Surprise (92879),"04"
"0400934",Self Development Academy-Phoenix (92381),"04"
"0400936",BASIS Charter Schools Inc. (92865),"04"
"0400937",BASIS Charter Schools Inc. (92863),"04"
"0400939",Espiritu Schools (92902),"04"
"0400940",Academy of Mathematics and Science Inc. (92768),"04"
"0400941",BASIS Charter Schools Inc. (92734),"04"
"0400942",Ethos Academy - A Challenge Foundation Academy (92379),"04"
"0400943",BASIS Charter Schools Inc. (92736),"04"
"0400944",Leman Academy of Excellence Inc. (92730),"04"
"0400945",Pensar Academy (92972),"04"
"0400946",ASU Preparatory Academy (346763),"04"
"0400947",ASU Preparatory Academy - Casa Grande (92987),"04"
"0400948",Legacy Traditional School - Glendale (850100),"04"
"0400949",Painted Desert Montessori LLC (123733),"04"
"0400950",Pathways In Education-Arizona Inc. (92983),"04"
"0400951",Legacy Traditional School - Peoria (850099),"04"
"0400952",Kaizen Education Foundation dba Colegio Petite Pho (92989),"04"
"0400953",The Grande Innovation Academy (92978),"04"
"0400954",Legacy Traditional School - North Chandler (850101),"04"
"0400955",Estrella Educational Foundation (92988),"04"
"0400956",ASU Preparatory Academy (92716),"04"
"0400958",BASIS Charter Schools Inc. (92997),"04"
"0400959",Legacy Traditional School - Phoenix (873957),"04"
"0400960",Avondale Elementary District (4272),"04"
"0400961",BASIS Charter Schools Inc. (549803),"04"
"0400962",Legacy Traditional School - East Mesa (834265),"04"
"0400963",BASIS Charter Schools Inc. (273398),"04"
"0400964",Synergy Public School Inc. (92981),"04"
"0400965",ASU Preparatory Academy Digital (522074),"04"
"0400966",Highland Prep (92982),"04"
"0400967",BASIS Charter Schools Inc. (934316),"04"
"0400968",Victory Collegiate Academy Corporation (92985),"04"
"0400969",Arizona Agribusiness & Equine Center INC. (134379),"04"
"0400970",AIBT Non-Profit Charter High School Inc. (449790),"04"
"0400972",Yavapai County Education Service Agency (79194),"04"
"0400973",Cochise County School Superintendent (79188),"04"
"0400975",Phoenix International Academy (903484),"04"
"0400976",Think Through Academy (92976),"04"
"0400977",Arizona Language Schools (395879),"04"
"0400978",Edison Project (743644),"04"
"0400980",BASIS Charter Schools Inc. (783027),"04"
"0400981",Science Technology Engineering and Math Arizona (1000050),"04"
"0400982",Navajo County Sheriff's Office (79520),"04"
"0400983",Yavapai County Sheriff's Office (79492),"04"
"0400984",Cochise County Sheriff's Office (79546),"04"
"0400985",Pinal County Detention Education Center (79516),"04"
"0400986",Maricopa County Detention Education Center (1000313),"04"
"0400987",Somerset Academy Arizona Inc. (1000160),"04"
"0400988",Valor Preparatory Academy LLC (1000291),"04"
"0400989",ARCHES Academy (92980) (92980),"04"
"0400990",New Learning Ventures Inc. (320470),"04"
"0400991",Legacy Traditional School - Goodyear (1000283),"04"
"0400992",Kaleidoscope School (1000164),"04"
"0400993",New Horizon High School Inc. (1000165),"04"
"0400994",Self Development Eastmark Academy (520359),"04"
"0400995",Self Development Scottsdale Academy (308420),"04"
"0400996",Legacy Traditional School - West Surprise (1000560),"04"
"0400997",Legacy Traditional School - North Phoenix (1000568),"04"
"0400998",A+ Charter Schools (1000166),"04"
"0400999",Freedom Preparatory Academy (1000979),"04"
"0401000",Bagdad Unified District (4468),"04"
"0401002",Scholars Academy Sunnyslope (1000377),"04"
"0401003",Sun Valley Academy - Avondale Inc. (1001157),"04"
"0401004",Candeo Schools Inc. (1001161),"04"
"0401005",American Charter Schools Foundation dba Ridgeview  (1001346),"04"
"0401006",Legacy Traditional School - Mesa (1001397),"04"
"0401007",Legacy Traditional School - Deer Valley (1001398),"04"
"0401008",Legacy Traditional School - East Tucson (1001399),"04"
"0401009",Glen Canyon Outdoor Academy (1001519),"04"
"0401010",Liberty Leadership Academy (1001520),"04"
"0401011",Madison Highland Prep Phoenix (1001521),"04"
"0401012",Colearn Academy Arizona (1001669),"04"
"0401013",Online School of Arizona (1001719),"04"
"0401014",Copper State Academy (1001671),"04"
"0401015",Cochise County Accommodation School District (1001687),"04"
"0401016",SLAM Arizona Inc. (1001859),"04"
"0401050",Balsz Elementary District (4268),"04"
"0401080",Beaver Creek Elementary District (4481),"04"
"0401160",Bicentennial Union High School District (4515),"04"
"0401180",Bisbee Unified District (4169),"04"
"0401230",Blue Elementary District (4231),"04"
"0401260",Bonita Elementary District (4224),"04"
"0401290",Bouse Elementary District (4513),"04"
"0401330",Bowie Unified District (4171),"04"
"0401380",Buckeye Elementary District (4269),"04"
"0401410",Buckeye Union High School District (4284),"04"
"0401460",Sierra Vista Unified District (4175),"04"
"0401500",Bullhead City School District (4378),"04"
"0401600",Camp Verde Unified District (4470),"04"
"0401650",Canon Elementary District (4484),"04"
"0401680",Cartwright Elementary District (4282),"04"
"0401710",Casa Grande Elementary District (4446),"04"
"0401740",Casa Grande Union High School District (4453),"04"
"0401760",Catalina Foothills Unified District (4410),"04"
"0401810",Cedar Unified District (4395),"04"
"0401830",Champie Elementary District (4477),"04"
"0401870",Chandler Unified District #80 (4242),"04"
"0401920",Chevelon Butte School District (4198),"04"
"0401940",Chinle Unified District (4158),"04"
"0402130",Cochise Elementary District (4177),"04"
"0402190",Concho Elementary District (4160),"04"
"0402220",Congress Elementary District (4479),"04"
"0402250",Continental Elementary District (4416),"04"
"0402320",Coolidge Unified District (4442),"04"
"0402370",Cottonwood-Oak Creek Elementary District (4487),"04"
"0402400",Crane Elementary District (4501),"04"
"0402430",Creighton Elementary District (4263),"04"
"0402460",Crown King Elementary District (4483),"04"
"0402480",Graham County Special Services (4217),"04"
"0402490",Double Adobe Elementary District (4179),"04"
"0402530",Douglas Unified District (4174),"04"
"0402600",Duncan Unified District (4228),"04"
"0402690",Dysart Unified District (4243),"04"
"0402740",Mary C O'Brien Accommodation District (4435),"04"
"0402760",Elfrida Elementary District (4185),"04"
"0402790",Eloy Elementary District (4448),"04"
"0402820",Empire Elementary District (4415),"04"
"0402860",Flagstaff Unified District (4192),"04"
"0402920",Florence Unified School District (4437),"04"
"0403010",Flowing Wells Unified District (4405),"04"
"0403040",Fountain Hills Unified District (4247),"04"
"0403060",Fowler Elementary District (4273),"04"
"0403080",Fredonia-Moccasin Unified District (4195),"04"
"0403150",Fort Huachuca Accommodation District (4167),"04"
"0403200",Fort Thomas Unified District (4221),"04"
"0403240",Gadsden Elementary District (4505),"04"
"0403290",Ganado Unified School District (4157),"04"
"0403310",Gila Bend Unified District (4238),"04"
"0403400",Gilbert Unified District (4239),"04"
"0403420",Glendale Elementary District (4271),"04"
"0403450",Glendale Union High School District (4285),"04"
"0403500",Globe Unified District (4208),"04"
"0403550",Grand Canyon Unified District (4194),"04"
"0403660",Hackberry School District (4371),"04"
"0403730",Hayden-Winkelman Unified District (4212),"04"
"0403780",Higley Unified School District (4248),"04"
"0403820",Holbrook Unified District (4389),"04"
"0403860",Maricopa County Regional School District (4234),"04"
"0403870",Humboldt Unified District (4469),"04"
"0403900",Hyder Elementary District (4502),"04"
"0403950",Baboquivari Unified School District #40 (4412),"04"
"0403960",Isaac Elementary District (4259),"04"
"0403990",J O Combs Unified School District (4445),"04"
"0404010",Joseph City Unified District (4388),"04"
"0404060",Kayenta Unified School District #27 (4396),"04"
"0404170",Kirkland Elementary District (4480),"04"
"0404200",Klondyke Elementary District (4223),"04"
"0404230",Kyrene Elementary District (4267),"04"
"0404280",Lake Havasu Unified District (4368),"04"
"0404290",Laveen Elementary District (4276),"04"
"0404320",Liberty Elementary District (4266),"04"
"0404380",Litchfield Elementary District (4281),"04"
"0404410",Littlefield Unified District (4374),"04"
"0404440",Littleton Elementary District (4278),"04"
"0404500",Madison Elementary District (4270),"04"
"0404530",Maine Consolidated School District (4199),"04"
"0404570",Mammoth-San Manuel Unified District (4439),"04"
"0404630",Marana Unified District (4404),"04"
"0404720",Maricopa Unified School District (4441),"04"
"0404770",Altar Valley Elementary District (4418),"04"
"0404820",Mayer Unified School District (4473),"04"
"0404860",Mcnary Elementary District (4163),"04"
"0404920",McNeal Elementary District (4181),"04"
"0404970",Mesa Unified District (4235),"04"
"0405030",Miami Unified District (4211),"04"
"0405070",Mingus Union High School District (4488),"04"
"0405100",Mobile Elementary District (4253),"04"
"0405190",Mohave Valley Elementary District (4379),"04"
"0405220",Mohawk Valley Elementary District (4503),"04"
"0405320",Morenci Unified District (4230),"04"
"0405340",Morristown Elementary District (4251),"04"
"0405360",Pima County Accommodation School District (4401),"04"
"0405400",Murphy Elementary District (4265),"04"
"0405430",Naco Elementary District (4176),"04"
"0405460",Nadaburg Unified School District (4252),"04"
"0405500",Navajo County Accommodation District #99 (4386),"04"
"0405530",Nogales Unified District (4457),"04"
"0405640",Oracle Elementary District (4444),"04"
"0405670",Osborn Elementary District (4262),"04"
"0405730",Owens School District No.6 (4373),"04"
"0405760",Tonto Basin Elementary District (4215),"04"
"0405820",Page Unified School District #8  (4196),"04"
"0405850",Palo Verde Elementary District (4275),"04"
"0405880",Palominas Elementary School District 49 (4180),"04"
"0405930",Paradise Valley Unified District (4241),"04"
"0405980",Parker Unified School District (4510),"04"
"0406000",Patagonia Elementary District (4460),"04"
"0406030",Patagonia Union High School District (4462),"04"
"0406070",Payson Unified District (4209),"04"
"0406120",Peach Springs Unified District (4369),"04"
"0406150",Pearce Elementary District (4186),"04"
"0406210",Pendergast Elementary District (4283),"04"
"0406250",Peoria Unified School District (4237),"04"
"0406300",Phoenix Elementary District (4256),"04"
"0406330",Phoenix Union High School District (4286),"04"
"0406360",Picacho Elementary District (4452),"04"
"0406440",Pima Unified District (4220),"04"
"0406510",Pine Strawberry Elementary District (4214),"04"
"0406580",Blue Ridge Unified School District No. 32 (4397),"04"
"0406630",Pomerene Elementary District (4188),"04"
"0406730",Prescott Unified District (4466),"04"
"0406740",Sanders Unified District (4156),"04"
"0406780",Quartzsite Elementary District (4511),"04"
"0406810",Queen Creek Unified District (4245),"04"
"0406850",Ray Unified District (4438),"04"
"0406870",Red Mesa Unified District (4159),"04"
"0406900",Red Rock Elementary District (4447),"04"
"0406930",Redington Elementary District (4417),"04"
"0406960",San Carlos Unified District (4210),"04"
"0407020",Riverside Elementary District (4257),"04"
"0407080",Roosevelt Elementary District (4279),"04"
"0407130",Round Valley Unified District (4155),"04"
"0407170",Saddle Mountain Unified School District (4254),"04"
"0407200",Sacaton Elementary District (4449),"04"
"0407240",Safford Unified District (4218),"04"
"0407300",Sahuarita Unified District (4411),"04"
"0407380",San Fernando Elementary District (4414),"04"
"0407430",San Simon Unified District (4172),"04"
"0407500",Santa Cruz Elementary District (4459),"04"
"0407520",Santa Cruz Valley Unified District (4458),"04"
"0407530",Santa Cruz Valley Union High School District (4454),"04"
"0407570",Scottsdale Unified District (4240),"04"
"0407630",Seligman Unified District (4472),"04"
"0407680",Sentinel Elementary District (4250),"04"
"0407700",Show Low Unified District  (4393),"04"
"0407750",Deer Valley Unified District (4246),"04"
"0407770",Skull Valley Elementary District (4478),"04"
"0407820",Snowflake Unified District (4391),"04"
"0407860",Solomon Elementary District (4222),"04"
"0407890",Somerton Elementary District (4500),"04"
"0407920",Sonoita Elementary District (4461),"04"
"0408020",St David Unified District (4173),"04"
"0408080",St Johns Unified District (4153),"04"
"0408130",Stanfield Elementary District (4451),"04"
"0408170",Sunnyside Unified District (4407),"04"
"0408230",Superior Unified School District (4440),"04"
"0408280",Tanque Verde Unified District (4408),"04"
"0408310",Tempe School District (4258),"04"
"0408340",Tempe Union High School District (4287),"04"
"0408410",Thatcher Unified District (4219),"04"
"0408430",Paloma School District (4255),"04"
"0408460",Hillside Elementary District (4482),"04"
"0408490",Tolleson Elementary District (4264),"04"
"0408520",Tolleson Union High School District (4288),"04"
"0408550",Toltec School District (4450),"04"
"0408600",Tombstone Unified District (4168),"04"
